																															Class	std	std	std	std
3503	10.139	104.53725	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	52.27	std_e1	104.53725:2613 105.5406:0 106.54396:0		13114	-2	-2	-2
3504	1.381	104.55776	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	105.26	std_e1	104.55776:8397 105.56111:0 106.56447:0		1663	1091	-2	-2
3505	5.393	104.56995	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	84.74	std_e1	104.56995:4237 105.5733:0 106.57666:0		9256	-2	-2	-2
3506	1.177	104.5863	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	283.13	std_e1	104.5863:14156 105.58965:0 106.59301:0		1119	-2	-2	-2
3507	6.658	104.59226	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.84	std_e1	104.59226:1892 105.59561:0 106.59897:0		10948	-2	-2	-2
3508	1.383	104.61597	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	156.04	std_e1	104.61597:7802 105.61932:0 106.62268:0		1664	-2	-2	-2
3509	7.488	104.62525	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	56.55	std_e1	104.62525:2828 105.6286:0 106.63196:0		11768	-2	-2	-2
3510	0.989	104.67461	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	283.05	std_e1	104.67461:14152 105.67796:0 106.68132:0		470	-2	-2	-2
3511	4.176	104.67868	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	94.83	std_e1	104.67868:4742 105.68203:0 106.68539:0		7029	-2	-2	-2
3512	1.637	104.70952	Unknown	[M-2H]2-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	153.12	std_e1	104.70952:7656 105.71287:0 106.71623:0		2253	-2	-2	-2
3513	5.045	104.72187	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	62.99	std_e1	104.72187:3149 105.72522:0 106.72858:0		8504	-2	-2	-2
3514	6.572	104.74729	Unknown	[M-H]-	similar chromatogram in higher mz_12708	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	78.01	std_e1	104.74729:3900 105.75064:0 106.754:0		10775	-2	-2	-2
3515	1.768	104.75708	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	75.05	std_e1	104.75708:3753 105.76043:0 106.76379:0		2656	-2	-2	-2
3516	4.11	104.76382	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	113.49	std_e1	104.76382:5675 105.76717:0 106.77053:0		6881	-2	-2	-2
3517	1.177	104.77615	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	296.95	std_e1	104.77615:14848 105.7795:0 106.78286:0		1120	-2	-2	-2
3518	2.789	104.77907	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	70.96	std_e1	104.77907:3548 105.78242:0 106.78578:0		4862	-2	-2	-2
3519	7.375	104.80833	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	61.92	std_e1	104.80833:3096 105.81168:0 106.81504:0		11519	-2	-2	-2
3520	1.524	104.82282	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	79.75	std_e1	104.82282:3987 105.82617:0 106.82953:0		2020	-2	-2	-2
3521	10.167	104.86752	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.47	std_e1	104.86752:2251 105.87087:0 106.87423:0		13153	-2	-2	-2
3522	5.139	104.87032	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.6	std_e1	104.87032:2993 105.87367:0 106.87703:0		8697	-2	-2	-2
3523	3.998	104.88126	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.25	std_e1	104.88126:4615 105.88461:0 106.88797:0		6571	-2	-2	-2
3524	1.28	104.88993	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.46	std_e1	104.88993:6423 105.89328:0 106.89664:0		1435	-2	-2	-2
3525	7.413	104.93362	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.93	std_e1	104.93362:3109 105.93697:0 106.94033:0		11602	-2	-2	-2
3526	2.789	104.9349	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.16	std_e1	104.9349:3191 105.93825:0 106.94161:0		4863	-2	-2	-2
3527	2.024	104.95274	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.2	std_e1	104.95274:2856 105.95609:0 106.95945:0		3179	-2	-2	-2
3528	1.458	104.95479	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	29.6	std_e1	104.95479:10306 105.95814:0 106.9615:0		1880	-2	-2	-2
3529	0.961	105.00033	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.47	std_e1	105.00033:652363 106.00368:0 107.00704:0		350	-2	-2	-2
3530	14.977	105.0179	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.03	std_e1	105.0179:209325 106.02125:0 107.02461:129515		14207	-2	-2	-2
3531	9.025	105.01807	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.53	std_e1	105.01807:470558 106.02142:8161 107.02478:341577		12660	-2	-2	-2
3532	10.689	105.01808	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.36	std_e1	105.01808:514054 106.02143:17389 107.02479:147741		13454	-2	-2	-2
3533	14.564	105.01811	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.39	std_e1	105.01811:223157 106.02146:9984 107.02482:166824		13924	-2	-2	-2
3534	1.74	105.01817	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.44	std_e1	105.01817:556790 106.02152:0 107.02488:748847		2578	-2	-2	-2
3535	4.054	105.09504	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	107.39	std_e1	105.09504:5369 106.09839:0 107.10175:0		6699	-2	-2	-2
3536	1.28	105.09977	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	111.31	std_e1	105.09977:5566 106.10312:0 107.10648:0		1436	-2	-2	-2
3537	1.768	105.12672	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	61.61	std_e1	105.12672:3080 106.13007:0 107.13343:0		2657	-2	-2	-2
3538	0.97	105.13987	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	196.24	std_e1	105.13987:9812 106.14322:0 107.14658:0		391	-2	-2	-2
3539	3.539	105.1445	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	55.74	std_e1	105.1445:4442 106.14785:0 107.15121:0		9417	1440	-2	-2
3540	10.205	105.20551	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.03	std_e1	105.20551:1552 106.20886:0 107.21222:0		13184	-2	-2	-2
3541	4.148	105.20613	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	114.22	std_e1	105.20613:5711 106.20948:0 107.21284:0		6965	-2	-2	-2
3542	1.327	105.20729	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	69.77	std_e1	105.20729:3489 106.21064:0 107.214:0		1517	-2	-2	-2
3543	1.505	105.22712	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	69.01	std_e1	105.22712:3451 106.23047:0 107.23383:0		1977	-2	-2	-2
3544	1.074	105.22887	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	101.36	std_e1	105.22887:6870 106.23222:0 107.23558:0		351	659	-2	-2
3545	1.631	105.24453	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	59.05	std_e1	105.24453:4513 106.24788:0 107.25124:0		3660	437	-2	-2
3546	6.649	105.25694	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34.03	std_e1	105.25694:1701 106.26029:0 107.26365:0		10925	-2	-2	-2
3547	8.485	105.2668	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	30.81	std_e1	105.2668:1541 106.27015:0 107.27351:0		12341	-2	-2	-2
3548	4.092	105.28141	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	110.05	std_e1	105.28141:5503 106.28476:0 107.28812:0		6823	-2	-2	-2
3549	3.315	105.28948	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	44.89	std_e1	105.28948:2245 106.29283:0 107.29619:0		5550	-2	-2	-2
3550	5.12	105.31754	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	65.68	std_e1	105.31754:3284 106.32089:24944 107.32425:0		8667	-2	-2	-2
3551	1.243	105.33894	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	105.81	std_e1	105.33894:5291 106.34229:0 107.34565:0		1340	-2	-2	-2
3552	4.073	105.34854	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	117.18	std_e1	105.34854:5859 106.35189:0 107.35525:0		6763	-2	-2	-2
3553	1.778	105.36485	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	57.29	std_e1	105.36485:2865 106.3682:0 107.37156:0		2679	-2	-2	-2
3554	7.252	105.38703	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	33.68	std_e1	105.38703:1684 106.39038:0 107.39374:0		11342	-2	-2	-2
3555	1.948	105.39421	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	59.32	std_e1	105.39421:2966 106.39756:0 107.40092:0		3070	-2	-2	-2
3556	5.449	105.42257	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	76.16	std_e1	105.42257:3808 106.42592:0 107.42928:0		9370	-2	-2	-2
3557	1.656	105.42628	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	214.6	std_e1	105.42628:10730 106.42963:0 107.43299:0		2328	-2	-2	-2
3558	1.054	105.46391	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.36	std_e1	105.46391:5168 106.46726:0 107.47062:0		692	-2	-2	-2
3559	8.906	105.49306	Unknown	[M-H]-	similar chromatogram in higher mz_7150; similar chromatogram in higher mz_9120	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.86	std_e1	105.49306:1193 106.49641:0 107.49977:0		12603	-2	-2	-2
3560	7.779	105.50514	Unknown	[M-H]-	similar chromatogram in higher mz_11022; similar chromatogram in higher mz_7191; similar chromatogram in higher mz_12566; similar chromatogram in higher mz_9618	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.55	std_e1	105.50514:1128 106.50849:0 107.51185:0		11980	-2	-2	-2
3561	6.813	105.523	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	248.37	std_e1	105.523:12419 106.52635:0 107.52971:0		11083	-2	-2	-2
3562	5.477	105.62784	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.75	std_e1	105.62784:5067 106.63119:0 107.63455:0		9418	-2	-2	-2
3563	2.77	105.68887	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.64	std_e1	105.68887:3784 106.69222:0 107.69558:0		4829	-2	-2	-2
3564	4.007	105.71515	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.2	std_e1	105.71515:4591 106.7185:0 107.72186:0		6593	-2	-2	-2
3565	0.97	105.71642	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.24	std_e1	105.71642:10390 106.71977:0 107.72313:0		392	-2	-2	-2
3566	1.412	105.78375	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.49	std_e1	105.78375:6538 106.7871:0 107.79046:0		1744	-2	-2	-2
3567	2.6	105.82773	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.14	std_e1	105.82773:7195 106.83108:0 107.83444:0		2254	2784	-2	-2
3568	1.393	105.8426	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.4	std_e1	105.8426:7286 106.84595:0 107.84931:0		1689	-2	-2	-2
3569	0.864	106.03976	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.98	std_e4	106.03976:3158016 107.04311:640300 108.04647:32343		-2	-2	-2	96
3570	1.262	106.10452	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.79	std_e1	106.10452:5579 107.10787:0 108.11123:0		1389	-2	-2	-2
3571	7.432	106.11321	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	85.52	std_e1	106.11321:4276 107.11656:0 108.11992:0		11659	-2	-2	-2
3572	1.702	106.14315	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	78.82	std_e1	106.14315:3941 107.1465:0 108.14986:0		2475	-2	-2	-2
3573	4.036	106.14523	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.91	std_e1	106.14523:5750 107.14858:0 108.15194:0		6657	-2	-2	-2
3574	4.176	106.1713	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.24	std_e1	106.1713:4767 107.17465:0 108.17801:0		7030	-2	-2	-2
3575	2.628	106.19115	Unknown	[M-H]-	similar chromatogram in higher mz_8816	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	50.51	std_e1	106.19115:2526 107.1945:0 108.19786:0		4555	-2	-2	-2
3576	6.687	106.20594	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.76	std_e1	106.20594:1438 107.20929:0 108.21265:0		10995	-2	-2	-2
3577	6.322	106.21035	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.81	std_e1	106.21035:1191 107.2137:0 108.21706:0		10451	-2	-2	-2
3578	1.778	106.21425	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	72.48	std_e1	106.21425:3624 107.2176:0 108.22096:0		2680	-2	-2	-2
3579	2.85	106.2354	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	50.65	std_e1	106.2354:3876 107.23875:0 108.24211:0		7100	1214	-2	-2
3580	1.618	106.29086	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	79.76	std_e1	106.29086:3988 107.29421:0 108.29757:0		2196	-2	-2	-2
3581	7.385	106.30893	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	79.51	std_e1	106.30893:3976 107.31228:0 108.31564:0		11543	-2	-2	-2
